"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak","season_half_date","phase_seas","season_ensemble_date","phase_ensemble"
"1",0.474,0.551,0.447,2019-04-24,2019-01-29,2019-10-21,1,0.174,180,28,2019-04-01,90,2019-02-01,31
"2",0.464,0.547,0.444,2020-04-28,2020-02-03,2020-10-20,2,0.174,175,33,2020-03-29,88,2020-01-29,28
"3",0.454,0.544,0.447,2021-05-03,2021-02-02,2021-10-25,3,0.174,175,32,2021-03-30,88,2021-01-29,28
