"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak"
"1",-7.295,-6.657,-6.5765,2016-08-18,2016-02-20,2017-02-14,1,0.638,180,50
"2",-7.21,-6.571,-6.4965,2017-08-13,2017-02-14,2018-02-09,2,0.638,180,44
"3",NA,-6.488,NA,NA,2018-02-09,NA,3,0.638,NA,NA
"4",-7.038,-6.399,-6.3235,2019-08-15,2019-02-16,2020-02-11,4,0.638,180,46
"5",NA,-6.316,NA,NA,2020-02-11,NA,5,0.638,NA,NA
"6",-6.866,-6.228,NA,2021-08-16,2021-02-17,2022-02-12,6,0.638,180,47
