"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak"
"1",-7.911,-7.184,-7.0035,2016-08-01,2016-02-03,2017-01-28,1,0.719,180,33
"2",-7.726,-6.999,-6.824,2017-07-27,2017-01-28,2018-01-23,2,0.719,180,27
"3",-7.543,-6.816,-6.6485,2018-07-22,2018-01-23,2019-01-18,3,0.719,180,22
"4",-7.355,-6.63,-6.45233333333333,2019-07-29,2019-01-30,2020-01-25,4,0.719,180,29
"5",-7.174,-6.446,-6.276,2020-07-23,2020-01-25,2021-01-19,5,0.719,180,24
"6",NA,-6.265,NA,NA,2021-01-19,NA,6,0.719,NA,NA
