2016-1-10,-12.049908440752644
2016-1-22,-12.330331902500413
2016-2-3,-13.363644570871761
2016-2-3,-13.326009895495275
2016-2-15,-12.888955022871029
2016-2-27,-12.759213207547113
2016-3-10,-13.487148641958761
2016-4-3,-12.775653772980801
2016-4-15,-13.250858017206983
2016-4-27,-12.6371728603108
2016-5-9,-13.32179313267413
2016-5-21,-11.829136649627033
2016-6-2,-13.17430791728086
2016-6-14,-12.666321912436324
2016-7-8,-12.898263550231857
2016-7-20,-12.296722862826213
2016-8-1,-13.76873960198214
2016-8-13,-13.116592711483655
2016-8-25,-13.306926167876176
2016-9-6,-13.197415804952604
2016-9-18,-13.231970059429301
2016-9-30,-13.021760779020674
2016-10-12,-12.585312225788591
2016-10-24,-13.323758851204333
2016-11-5,-13.47615643261475
2016-11-17,-12.224823001895954
2016-11-29,-12.610988234775034
2016-12-11,-12.400765487107856
2016-12-23,-12.643817736950474
2017-1-4,-13.083116635820277
2017-1-16,-13.261055964052995
2017-1-28,-12.475284740274642
2017-2-9,-11.48907034780654
2017-2-21,-12.509975650326787
2017-3-5,-12.762284738946969
2017-3-17,-13.226336629829525
2017-3-29,-12.9177953093322
2017-4-10,-12.913465141400806
2017-4-22,-14.04705120670358
2017-5-4,-13.267673229012985
2017-5-16,-12.651615810962397
2017-5-28,-12.898084830059915
2017-6-9,-12.297730441513439
2017-6-21,-13.224655099303643
2017-7-3,-13.150429752972787
2017-7-15,-12.356214472456221
2017-7-27,-12.957880195536529
2017-8-8,-13.540726595863125
2017-8-20,-13.367355869433279
2017-9-1,-12.926373181239802
2017-9-13,-12.321117413105158
2017-9-25,-12.760743192246231
2017-10-7,-13.180183508552208
2017-10-19,-13.31176289337929
2017-10-31,-12.949136705760605
2017-11-12,-12.57400217347101
2017-11-24,-13.291197447695072
2017-12-6,-11.914416437620103
2017-12-18,-13.583647579105204
2017-12-30,-12.552663602030027
2018-1-11,-13.040670225918033
2018-1-23,-12.919156557293507
2018-2-4,-12.00546578441157
2018-2-16,-14.291750234071134
2018-2-28,-12.949336682720455
2018-3-12,-11.86117306501465
2018-3-24,-12.757339374225067
2018-4-5,-12.707191767963169
2018-4-17,-12.31794775629793
2018-4-29,-13.446001945548721
2018-5-11,-13.392453407652386
2018-5-23,-12.910687001865359
2018-6-4,-13.180643025585137
2018-6-16,-13.373132142212942
2018-6-28,-13.208462113111196
2018-7-10,-13.045017294705982
2018-7-22,-13.257093280121603
2018-8-3,-13.609972504140613
2018-8-15,-13.99514688197989
2018-8-27,-14.010463037084152
2018-9-8,-14.29903939838345
2018-9-20,-13.664065439061176
2018-10-2,-13.265138698950235
2018-10-14,-13.579818022776204
2018-10-26,-13.046385175695093
2018-11-7,-13.609987807074559
2018-11-19,-13.11053615007279
2018-12-1,-13.077078485345861
2018-12-13,-13.81958670764693
2018-12-25,-13.14039275
2019-1-6,-12.87158033622709
2019-1-18,-13.950207255631137
2019-1-30,-12.764237640425444
2019-2-11,-12.884953913006697
2019-2-23,-13.597692021062818
2019-3-7,-13.235824308374667
2019-3-19,-13.050032872953858
2019-3-31,-13.582389656715321
2019-4-12,-13.173908642640201
2019-4-24,-13.675111375973838
2019-5-6,-13.120386036834779
2019-5-18,-12.680842108443844
2019-5-30,-14.014765940661405
2019-6-11,-12.892396018719156
2019-6-23,-13.612768589795477
2019-7-5,-14.058817599124962
2019-7-17,-13.873132999639445
2019-7-29,-14.265926945719919
2019-8-10,-13.106116989061368
2019-8-22,-13.055980663246324
2019-9-3,-13.675576549018869
2019-9-15,-13.887528924701048
2019-9-27,-12.932451473972508
2019-10-9,-13.666245281503766
2019-10-21,-13.51119101683854
2019-11-2,-13.949034851866704
2019-11-14,-13.114703881587225
2019-11-26,-13.298959512466146
2019-12-8,-12.770449825765633
2019-12-20,-14.114409672
2020-1-1,-13.578191545447783
2020-1-13,-13.475370649726248
2020-2-6,-13.71549903896449
2020-2-18,-14.106309830336679
2020-3-1,-14.012995421141603
2020-3-13,-12.879596702622123
2020-3-25,-13.409288031052917
2020-4-6,-13.197168277026314
2020-4-18,-12.612506993951806
2020-4-30,-13.272617788527239
2020-5-12,-13.200426368068468
2020-5-24,-12.791931199448939
2020-6-5,-13.832121577466815
2020-6-17,-12.931066064335145
2020-6-29,-14.118787558849968
2020-7-11,-13.603151440490697
2020-7-23,-13.359290937327476
2020-8-4,-14.175184252641927
2020-8-16,-13.735564814832141
2020-8-28,-13.927125585355096
2020-9-9,-13.42230473146752
2020-9-21,-13.819610603642976
2020-10-15,-13.382140886548326
2020-10-27,-12.709536812090287
2020-11-8,-12.865347670299697
2020-11-20,-12.37127893837162
2020-12-2,-13.087924649382938
2020-12-14,-13.798820707622726
2020-12-26,-13.270043827885575
2021-1-7,-13.550904455174539
2021-1-19,-13.130420495429206
2021-1-31,-13.184835115091245
2021-2-12,-12.74556415637706
2021-2-24,-13.35593522909776
2021-3-8,-13.508120075922303
2021-3-20,-12.731385902744064
2021-4-1,-13.360110018526521
2021-4-13,-13.386095264102533
2021-4-25,-14.240830889761403
2021-5-7,-13.666799892428372
2021-8-23,-13.730332232266205
2021-9-4,-12.80939059326539
2021-9-16,-13.576117242183773
2021-9-28,-12.701846039196397
2021-10-10,-12.724290127948194
2021-10-22,-12.862955856516672
2021-11-3,-12.140594251607169
2021-11-15,-12.989804713603107
2021-11-27,-13.130840227768424
2021-12-9,-11.712997379034446
2021-12-21,-12.692514087
