"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",-13.147,-12.835,-13.079,2016-09-11,2016-12-04,2017-02-26,1,0.624000000000001,167,338
"2",-13.165,-12.858,-13.0735,2017-09-06,2017-11-29,2018-02-21,2,0.624000000000001,168,332
"3",-13.215,-12.879,-13.197,2018-09-01,2018-12-06,2019-03-12,3,0.624000000000001,192,339
"4",-13.201,-12.904,-13.256,2019-09-08,2019-12-13,2020-03-18,4,0.624000000000001,192,346
"5",-13.251,-12.924,-13.249,2020-09-02,2020-12-07,2021-03-13,5,0.624000000000001,191,341
"6",-13.237,-12.946,NA,2021-09-09,2021-12-02,2022-02-24,6,0.624000000000001,168,335
