"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",0.84,0.875,0.852,2016-07-08,2016-09-18,2016-11-29,1,0.073,144,261
"2",0.803,0.839,0.8,2017-07-03,2017-09-25,2017-12-18,2,0.073,168,267
"3",0.762,0.801,0.767,2018-06-28,2018-09-20,2018-12-13,3,0.073,168,262
"4",0.73,0.764,0.743,2019-07-05,2019-09-15,2019-11-26,4,0.073,144,257
"5",0.689,0.727,0.687,2020-06-29,2020-09-21,2020-12-14,5,0.073,168,264
"6",0.656,0.69,0.668,2021-07-06,2021-09-16,2021-11-27,6,0.073,144,258
