"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",0.797,0.835,0.787,2016-04-03,2016-01-10,2016-09-06,1,0.0559999999999999,156,9
"2",0.784,0.814,0.762,2017-03-17,2017-01-04,2017-09-01,2,0.0559999999999999,168,3
"3",0.757,0.79,0.742,2018-03-24,2018-01-11,2018-09-08,3,0.0559999999999999,168,10
"4",0.738,0.768,0.718,2019-03-19,2019-01-06,2019-09-03,4,0.0559999999999999,168,5
"5",0.711,0.747,0.698,2020-03-25,2020-01-01,2020-09-09,5,0.0559999999999999,168,0
"6",0.698,0.723,NA,2021-03-08,2021-01-07,2021-07-06,6,0.0559999999999999,120,6
