"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",-6.996,-6.657,-6.9275,2016-05-26,2016-02-20,2016-11-22,1,0.638,180,50
"2",-6.915,-6.571,-6.8735,2017-05-21,2017-02-14,2017-11-17,2,0.638,180,44
"3",-6.799,-6.486,-6.889,2018-05-16,2018-02-21,2018-10-31,3,0.638,168,51
"4",-6.752,-6.399,-6.6925,2019-05-23,2019-02-16,2019-11-19,4,0.638,180,46
"5",-6.636,-6.315,-6.7095,2020-05-17,2020-02-23,2020-11-01,5,0.638,168,53
"6",-6.521,-6.228,-6.5845,2021-05-12,2021-02-17,2021-11-08,6,0.638,180,47
