"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",-12.7,-12.627,-12.732,2016-04-03,2016-01-10,2016-09-30,1,0.134,180,9
"2",-12.759,-12.69,-12.792,2017-03-29,2017-01-04,2017-10-07,2,0.134,192,3
"3",-12.832,-12.757,-12.861,2018-04-05,2018-01-11,2018-10-02,3,0.134,180,10
"4",-12.891,-12.821,-12.93,2019-03-31,2019-01-06,2019-09-27,4,0.134,180,5
"5",-12.963,-12.884,-12.98,2020-04-06,2020-01-01,2020-10-15,5,0.134,192,0
"6",-13.022,-12.951,-13.023,2021-04-01,2021-01-07,2021-11-15,6,0.134,228,6
