"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",-6.729,-6.538,-6.665,2016-03-10,2016-06-14,2016-09-18,1,0.282,192,165
"2",-6.61,-6.437,-6.58,2017-03-17,2017-06-21,2017-09-25,2,0.282,192,171
"3",-6.491,-6.337,-6.441,2018-03-24,2018-06-16,2018-09-08,3,0.282,168,166
"4",-6.405,-6.236,-6.382,2019-03-19,2019-06-23,2019-09-27,4,0.282,192,173
"5",-6.319,-6.136,-6.27,2020-03-13,2020-06-17,2020-09-21,5,0.282,192,168
"6",-6.233,-6.081,NA,2021-03-08,2021-05-07,2021-07-06,6,0.282,120,126
