"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",-7.459,-7.076,-7.021,2016-10-24,2016-12-23,2017-02-21,1,0.768,119,357
"2",-7.314,-6.865,-6.8945,2017-10-19,2017-12-30,2018-03-12,2,0.768,144,363
"3",-7.078,-6.7,-6.655,2018-10-26,2018-12-25,2019-02-23,3,0.768,120,358
"4",-6.933,-6.491,-6.5315,2019-10-21,2020-01-01,2020-03-13,4,0.768,144,0
"5",-6.788,-6.325,-6.326,2020-10-15,2020-12-26,2021-03-08,5,0.768,143,360
"6",-6.642,-6.221,NA,2021-10-10,2021-12-09,2022-02-07,6,0.768,120,342
